"Date","Currency","Mean","Buy","Sell"
"10/09/2019","US DOLLAR","103.7283","103.6283","103.8283"
"09/09/2019","US DOLLAR","103.8250","103.7250","103.9250"
"06/09/2019","US DOLLAR","103.8864","103.7878","103.9850"
"05/09/2019","US DOLLAR","103.8211","103.7211","103.9211"
"04/09/2019","US DOLLAR","103.8250","103.7250","103.9250"
"03/09/2019","US DOLLAR","103.6375","103.5389","103.7361"
"02/09/2019","US DOLLAR","103.5872","103.4872","103.6872"
"30/08/2019","US DOLLAR","103.5500","103.4500","103.6500"
"29/08/2019","US DOLLAR","103.4839","103.3867","103.5811"
"28/08/2019","US DOLLAR","103.4483","103.3483","103.5483"
"27/08/2019","US DOLLAR","103.3228","103.2233","103.4222"
"26/08/2019","US DOLLAR","103.1789","103.0789","103.2789"
"23/08/2019","US DOLLAR","103.0583","102.9583","103.1583"
"22/08/2019","US DOLLAR","102.9611","102.8611","103.0611"
"21/08/2019","US DOLLAR","102.9694","102.8694","103.0694"
"20/08/2019","US DOLLAR","103.2919","103.1906","103.3933"
"19/08/2019","US DOLLAR","103.3817","103.2844","103.4789"
"16/08/2019","US DOLLAR","103.3322","103.2350","103.4294"
"15/08/2019","US DOLLAR","103.2633","103.1661","103.3606"
"14/08/2019","US DOLLAR","103.2533","103.1533","103.3533"
"13/08/2019","US DOLLAR","103.0667","102.9639","103.1694"
"09/08/2019","US DOLLAR","103.3733","103.2761","103.4706"
"08/08/2019","US DOLLAR","103.4375","103.3389","103.5361"
"07/08/2019","US DOLLAR","103.2722","103.1722","103.3722"
"06/08/2019","US DOLLAR","103.2014","103.1056","103.2972"
"05/08/2019","US DOLLAR","103.0056","102.9056","103.1056"
"02/08/2019","US DOLLAR","103.2322","103.1322","103.3322"
"01/08/2019","US DOLLAR","104.1722","104.0722","104.2722"
"31/07/2019","US DOLLAR","104.2098","104.1139","104.3056"
"30/07/2019","US DOLLAR","104.0733","103.9733","104.1733"
"29/07/2019","US DOLLAR","103.8194","103.7194","103.9194"
"26/07/2019","US DOLLAR","103.8000","103.7000","103.9000"
"25/07/2019","US DOLLAR","104.0250","103.9250","104.1250"
"24/07/2019","US DOLLAR","103.7628","103.6628","103.8628"
"23/07/2019","US DOLLAR","103.6139","103.5139","103.7139"
"22/07/2019","US DOLLAR","103.2167","103.1167","103.3167"
"19/07/2019","US DOLLAR","103.1028","103.0028","103.2028"
"18/07/2019","US DOLLAR","103.0575","102.9617","103.1533"
"17/07/2019","US DOLLAR","103.0522","102.9522","103.1522"
"16/07/2019","US DOLLAR","103.0278","102.9278","103.1278"
"15/07/2019","US DOLLAR","102.9542","102.8583","103.0500"
"12/07/2019","US DOLLAR","102.9217","102.8217","103.0217"
"11/07/2019","US DOLLAR","102.9222","102.8222","103.0222"
"10/07/2019","US DOLLAR","102.7494","102.6494","102.8494"
"09/07/2019","US DOLLAR","102.6917","102.5917","102.7917"
"08/07/2019","US DOLLAR","102.6083","102.5083","102.7083"
"05/07/2019","US DOLLAR","102.6306","102.5306","102.7306"
"04/07/2019","US DOLLAR","102.2944","102.1944","102.3944"
"03/07/2019","US DOLLAR","103.0011","102.9011","103.1011"
"02/07/2019","US DOLLAR","102.7194","102.6194","102.8194"
"01/07/2019","US DOLLAR","102.3606","102.2606","102.4606"
"28/06/2019","US DOLLAR","102.2983","102.1983","102.3983"
"27/06/2019","US DOLLAR","102.1700","102.0700","102.2700"
"26/06/2019","US DOLLAR","102.1917","102.0917","102.2917"
"25/06/2019","US DOLLAR","101.9144","101.8144","102.0144"
"24/06/2019","US DOLLAR","101.8778","101.7778","101.9778"
"21/06/2019","US DOLLAR","101.8722","101.7722","101.9722"
"20/06/2019","US DOLLAR","101.9028","101.8028","102.0028"
"19/06/2019","US DOLLAR","102.0222","101.9222","102.1222"
"18/06/2019","US DOLLAR","102.0033","101.9033","102.1033"
"17/06/2019","US DOLLAR","101.8167","101.7167","101.9167"
"14/06/2019","US DOLLAR","101.5478","101.4478","101.6478"
"13/06/2019","US DOLLAR","101.3883","101.2883","101.4883"
"12/06/2019","US DOLLAR","101.3833","101.2833","101.4833"
"11/06/2019","US DOLLAR","101.2767","101.1767","101.3767"
"10/06/2019","US DOLLAR","101.2050","101.1050","101.3050"
"07/06/2019","US DOLLAR","101.3000","101.2000","101.4000"
"06/06/2019","US DOLLAR","101.3500","101.2500","101.4500"
"04/06/2019","US DOLLAR","101.2806","101.1806","101.3806"
"03/06/2019","US DOLLAR","101.2872","101.1872","101.3872"
"31/05/2019","US DOLLAR","101.3556","101.2556","101.4556"
"30/05/2019","US DOLLAR","101.4011","101.3011","101.5011"
"29/05/2019","US DOLLAR","101.2778","101.1778","101.3778"
"28/05/2019","US DOLLAR","101.2378","101.1400","101.3356"
"27/05/2019","US DOLLAR","101.2400","101.1400","101.3400"
"24/05/2019","US DOLLAR","101.2261","101.1261","101.3261"
"23/05/2019","US DOLLAR","101.2167","101.1167","101.3167"
"22/05/2019","US DOLLAR","101.1694","101.0694","101.2694"
"21/05/2019","US DOLLAR","101.1117","101.0117","101.2117"
"20/05/2019","US DOLLAR","101.1111","101.0111","101.2111"
"17/05/2019","US DOLLAR","101.1194","101.0194","101.2194"
"16/05/2019","US DOLLAR","101.1069","101.0111","101.2028"
"15/05/2019","US DOLLAR","101.0944","100.9944","101.1944"
"14/05/2019","US DOLLAR","101.0692","100.9733","101.1650"
"13/05/2019","US DOLLAR","101.0736","100.9778","101.1694"
"10/05/2019","US DOLLAR","101.1344","101.0344","101.2344"
"09/05/2019","US DOLLAR","101.1856","101.0856","101.2856"
"08/05/2019","US DOLLAR","101.0472","100.9472","101.1472"
"07/05/2019","US DOLLAR","100.9417","100.8417","101.0417"
"06/05/2019","US DOLLAR","101.0978","100.9978","101.1978"
"03/05/2019","US DOLLAR","100.9000","100.8000","101.0000"
"02/05/2019","US DOLLAR","101.1972","101.0972","101.2972"
"30/04/2019","US DOLLAR","101.3803","101.2789","101.4817"
"29/04/2019","US DOLLAR","101.4900","101.3872","101.5928"
"26/04/2019","US DOLLAR","101.5122","101.4122","101.6122"
"25/04/2019","US DOLLAR","101.5478","101.4478","101.6478"
"24/04/2019","US DOLLAR","101.5361","101.4361","101.6361"
"23/04/2019","US DOLLAR","101.3353","101.2339","101.4367"
"18/04/2019","US DOLLAR","101.2583","101.1583","101.3583"
"17/04/2019","US DOLLAR","101.0556","100.9556","101.1556"
"16/04/2019","US DOLLAR","100.9972","100.8972","101.0972"
"15/04/2019","US DOLLAR","100.9906","100.8906","101.0906"
"12/04/2019","US DOLLAR","100.9528","100.8528","101.0528"
"11/04/2019","US DOLLAR","101.0944","100.9944","101.1944"
"10/04/2019","US DOLLAR","100.8422","100.7422","100.9422"
"09/04/2019","US DOLLAR","100.6417","100.5417","100.7417"
"08/04/2019","US DOLLAR","100.6333","100.5361","100.7306"
"05/04/2019","US DOLLAR","100.7167","100.6167","100.8167"
"04/04/2019","US DOLLAR","100.8006","100.7006","100.9006"
"03/04/2019","US DOLLAR","100.9033","100.8033","101.0033"
"02/04/2019","US DOLLAR","100.8444","100.7444","100.9444"
"01/04/2019","US DOLLAR","100.7806","100.6861","100.8750"
"29/03/2019","US DOLLAR","100.7500","100.6500","100.8500"
"28/03/2019","US DOLLAR","100.8778","100.7778","100.9778"
"27/03/2019","US DOLLAR","100.9556","100.8556","101.0556"
"26/03/2019","US DOLLAR","100.9639","100.8639","101.0639"
"25/03/2019","US DOLLAR","100.7028","100.6028","100.8028"
"22/03/2019","US DOLLAR","100.7778","100.6778","100.8778"
"21/03/2019","US DOLLAR","101.0072","100.9072","101.1072"
"20/03/2019","US DOLLAR","100.8500","100.7500","100.9500"
"19/03/2019","US DOLLAR","100.6583","100.5583","100.7583"
"18/03/2019","US DOLLAR","100.2956","100.1956","100.3956"
"15/03/2019","US DOLLAR","100.1678","100.0678","100.2678"
"14/03/2019","US DOLLAR","100.2400","100.1400","100.3400"
"13/03/2019","US DOLLAR","100.1861","100.0861","100.2861"
"12/03/2019","US DOLLAR","99.6056","99.5056","99.7056"
"11/03/2019","US DOLLAR","99.6511","99.5511","99.7511"
"08/03/2019","US DOLLAR","99.7100","99.6100","99.8100"
"07/03/2019","US DOLLAR","100.0239","99.9239","100.1239"
"06/03/2019","US DOLLAR","100.0483","99.9483","100.1483"
"05/03/2019","US DOLLAR","100.0389","99.9389","100.1389"
"04/03/2019","US DOLLAR","100.0417","99.9417","100.1417"
"01/03/2019","US DOLLAR","100.0428","99.9456","100.1400"
"28/02/2019","US DOLLAR","100.0861","99.9861","100.1861"
"27/02/2019","US DOLLAR","100.1278","100.0278","100.2278"
"26/02/2019","US DOLLAR","100.0694","99.9694","100.1694"
"25/02/2019","US DOLLAR","100.1822","100.0822","100.2822"
"22/02/2019","US DOLLAR","100.2228","100.1256","100.3200"
"21/02/2019","US DOLLAR","100.2400","100.1428","100.3372"
"20/02/2019","US DOLLAR","100.2678","100.1678","100.3678"
"19/02/2019","US DOLLAR","100.1722","100.0722","100.2722"
"18/02/2019","US DOLLAR","100.1917","100.0917","100.2917"
"15/02/2019","US DOLLAR","100.2400","100.1400","100.3400"
"14/02/2019","US DOLLAR","100.2489","100.1489","100.3489"
"13/02/2019","US DOLLAR","100.2772","100.1772","100.3772"
"12/02/2019","US DOLLAR","100.5289","100.4289","100.6289"
"11/02/2019","US DOLLAR","100.3594","100.2594","100.4594"
"08/02/2019","US DOLLAR","100.1478","100.0478","100.2478"
"07/02/2019","US DOLLAR","100.0950","99.9950","100.1950"
"06/02/2019","US DOLLAR","100.0722","99.9722","100.1722"
"05/02/2019","US DOLLAR","100.1500","100.0500","100.2500"
"04/02/2019","US DOLLAR","100.3750","100.2750","100.4750"
"01/02/2019","US DOLLAR","100.6194","100.5194","100.7194"
"31/01/2019","US DOLLAR","100.8900","100.7928","100.9872"
"30/01/2019","US DOLLAR","100.8211","100.7239","100.9183"
"29/01/2019","US DOLLAR","100.7139","100.6139","100.8139"
"28/01/2019","US DOLLAR","100.8000","100.7000","100.9000"
"25/01/2019","US DOLLAR","101.0833","100.9833","101.1833"
"24/01/2019","US DOLLAR","101.4056","101.3056","101.5056"
"23/01/2019","US DOLLAR","101.6011","101.5011","101.7011"
"22/01/2019","US DOLLAR","101.6017","101.5017","101.7017"
"21/01/2019","US DOLLAR","101.7089","101.6089","101.8089"
"18/01/2019","US DOLLAR","101.7306","101.6306","101.8306"
"17/01/2019","US DOLLAR","101.7017","101.6044","101.7989"
"16/01/2019","US DOLLAR","101.7139","101.6139","101.8139"
"15/01/2019","US DOLLAR","101.6972","101.5972","101.7972"
"14/01/2019","US DOLLAR","101.7417","101.6417","101.8417"
"11/01/2019","US DOLLAR","101.7544","101.6544","101.8544"
"10/01/2019","US DOLLAR","101.8572","101.7572","101.9572"
"09/01/2019","US DOLLAR","101.9572","101.8572","102.0572"
"08/01/2019","US DOLLAR","101.8694","101.7694","101.9694"
"07/01/2019","US DOLLAR","102.0972","102.0000","102.1944"
"04/01/2019","US DOLLAR","102.1611","102.0639","102.2583"
"03/01/2019","US DOLLAR","102.1183","102.0211","102.2156"
"02/01/2019","US DOLLAR","101.8322","101.7322","101.9322"
"31/12/2018","US DOLLAR","101.8461","101.7461","101.9461"
"28/12/2018","US DOLLAR","101.8128","101.7128","101.9128"
"27/12/2018","US DOLLAR","101.8239","101.7239","101.9239"
"24/12/2018","US DOLLAR","101.8461","101.7461","101.9461"
"21/12/2018","US DOLLAR","101.4156","101.3156","101.5156"
"20/12/2018","US DOLLAR","101.9361","101.8389","102.0333"
"19/12/2018","US DOLLAR","102.3833","102.2833","102.4833"
"18/12/2018","US DOLLAR","102.4789","102.3789","102.5789"
"17/12/2018","US DOLLAR","102.5339","102.4367","102.6311"
"14/12/2018","US DOLLAR","102.5694","102.4694","102.6694"
"13/12/2018","US DOLLAR","102.6550","102.5550","102.7550"
"11/12/2018","US DOLLAR","102.4722","102.3722","102.5722"
"10/12/2018","US DOLLAR","102.4500","102.3500","102.5500"
"07/12/2018","US DOLLAR","102.6000","102.5000","102.7000"
"06/12/2018","US DOLLAR","102.6389","102.5389","102.7389"
"05/12/2018","US DOLLAR","102.5997","102.5000","102.6994"
"04/12/2018","US DOLLAR","102.6794","102.5794","102.7794"
"03/12/2018","US DOLLAR","102.5111","102.4111","102.6111"
"30/11/2018","US DOLLAR","102.5444","102.4444","102.6444"
"29/11/2018","US DOLLAR","102.5983","102.4983","102.6983"
"28/11/2018","US DOLLAR","102.6794","102.5794","102.7794"
"27/11/2018","US DOLLAR","102.4533","102.3533","102.5533"
"26/11/2018","US DOLLAR","102.4683","102.3683","102.5683"
"23/11/2018","US DOLLAR","102.4489","102.3489","102.5489"
"22/11/2018","US DOLLAR","102.3583","102.2583","102.4583"
"21/11/2018","US DOLLAR","102.8583","102.7583","102.9583"
"20/11/2018","US DOLLAR","102.8056","102.7056","102.9056"
"19/11/2018","US DOLLAR","103.1028","103.0028","103.2028"
"16/11/2018","US DOLLAR","103.2072","103.1072","103.3072"
"15/11/2018","US DOLLAR","102.9056","102.8056","103.0056"
"14/11/2018","US DOLLAR","102.6639","102.5639","102.7639"
"13/11/2018","US DOLLAR","102.4417","102.3417","102.5417"
"12/11/2018","US DOLLAR","102.0961","101.9961","102.1961"
"09/11/2018","US DOLLAR","101.8556","101.7556","101.9556"
"08/11/2018","US DOLLAR","101.7806","101.6806","101.8806"
"07/11/2018","US DOLLAR","101.8222","101.7222","101.9222"
"06/11/2018","US DOLLAR","101.5089","101.4089","101.6089"
"05/11/2018","US DOLLAR","101.4556","101.3556","101.5556"
"02/11/2018","US DOLLAR","101.7361","101.6361","101.8361"
"01/11/2018","US DOLLAR","102.0544","101.9544","102.1544"
"31/10/2018","US DOLLAR","101.8472","101.7472","101.9472"
"30/10/2018","US DOLLAR","101.7028","101.6028","101.8028"
"29/10/2018","US DOLLAR","101.3233","101.2233","101.4233"
"26/10/2018","US DOLLAR","101.2333","101.1333","101.3333"
"25/10/2018","US DOLLAR","101.2106","101.1133","101.3078"
"24/10/2018","US DOLLAR","101.1328","101.0328","101.2328"
"23/10/2018","US DOLLAR","101.1044","101.0044","101.2044"
"22/10/2018","US DOLLAR","101.0444","100.9444","101.1444"
"19/10/2018","US DOLLAR","101.0261","100.9261","101.1261"
"18/10/2018","US DOLLAR","100.9744","100.8744","101.0744"
"17/10/2018","US DOLLAR","100.9706","100.8706","101.0706"
"16/10/2018","US DOLLAR","100.9250","100.8250","101.0250"
"15/10/2018","US DOLLAR","100.8972","100.7972","100.9972"
"12/10/2018","US DOLLAR","100.9183","100.8183","101.0183"
"11/10/2018","US DOLLAR","100.9150","100.8150","101.0150"
"09/10/2018","US DOLLAR","100.9000","100.8000","101.0000"
"08/10/2018","US DOLLAR","100.8500","100.7500","100.9500"
"05/10/2018","US DOLLAR","100.9500","100.8500","101.0500"
"04/10/2018","US DOLLAR","100.9678","100.8678","101.0678"
"03/10/2018","US DOLLAR","100.9483","100.8483","101.0483"
"02/10/2018","US DOLLAR","100.9194","100.8194","101.0194"
"01/10/2018","US DOLLAR","100.9028","100.8028","101.0028"
"28/09/2018","US DOLLAR","100.9556","100.8556","101.0556"
"27/09/2018","US DOLLAR","100.9139","100.8139","101.0139"
"26/09/2018","US DOLLAR","101.0550","100.9550","101.1550"
"25/09/2018","US DOLLAR","100.9794","100.8794","101.0794"
"24/09/2018","US DOLLAR","100.8583","100.7583","100.9583"
"21/09/2018","US DOLLAR","100.7989","100.6989","100.8989"
"20/09/2018","US DOLLAR","100.7917","100.6917","100.8917"
"19/09/2018","US DOLLAR","100.7989","100.6989","100.8989"
"18/09/2018","US DOLLAR","100.8417","100.7444","100.9389"
"17/09/2018","US DOLLAR","100.9583","100.8583","101.0583"
"14/09/2018","US DOLLAR","101.1778","101.0778","101.2778"
"13/09/2018","US DOLLAR","100.9194","100.8194","101.0194"
"12/09/2018","US DOLLAR","100.7472","100.6472","100.8472"
"11/09/2018","US DOLLAR","100.7083","100.6083","100.8083"
"10/09/2018","US DOLLAR","100.7206","100.6206","100.8206"
"07/09/2018","US DOLLAR","100.7156","100.6156","100.8156"
"06/09/2018","US DOLLAR","100.7133","100.6133","100.8133"
"05/09/2018","US DOLLAR","100.7178","100.6178","100.8178"
"04/09/2018","US DOLLAR","100.6572","100.5572","100.7572"
"03/09/2018","US DOLLAR","100.6483","100.5483","100.7483"
"31/08/2018","US DOLLAR","100.6456","100.5456","100.7456"
"30/08/2018","US DOLLAR","100.6922","100.5922","100.7922"
"29/08/2018","US DOLLAR","100.6778","100.5778","100.7778"
"28/08/2018","US DOLLAR","100.7900","100.6928","100.8872"
"27/08/2018","US DOLLAR","100.7856","100.6856","100.8856"
"24/08/2018","US DOLLAR","100.6778","100.5778","100.7778"
"23/08/2018","US DOLLAR","100.6356","100.5356","100.7356"
"22/08/2018","US DOLLAR","100.8922","100.7922","100.9922"
"20/08/2018","US DOLLAR","100.8583","100.7583","100.9583"
"17/08/2018","US DOLLAR","100.7861","100.6861","100.8861"
"16/08/2018","US DOLLAR","100.7722","100.6722","100.8722"
"15/08/2018","US DOLLAR","100.7278","100.6278","100.8278"
"14/08/2018","US DOLLAR","100.7333","100.6333","100.8333"
"13/08/2018","US DOLLAR","100.4872","100.3872","100.5872"
"10/08/2018","US DOLLAR","100.3639","100.2639","100.4639"
"09/08/2018","US DOLLAR","100.4222","100.3222","100.5222"
"08/08/2018","US DOLLAR","100.4028","100.3028","100.5028"
"07/08/2018","US DOLLAR","100.4694","100.3694","100.5694"
"06/08/2018","US DOLLAR","100.3833","100.2833","100.4833"
"03/08/2018","US DOLLAR","100.3472","100.2472","100.4472"
"02/08/2018","US DOLLAR","100.4556","100.3556","100.5556"
"01/08/2018","US DOLLAR","100.4750","100.3750","100.5750"
"31/07/2018","US DOLLAR","100.4083","100.3083","100.5083"
"30/07/2018","US DOLLAR","100.3378","100.2378","100.4378"
"27/07/2018","US DOLLAR","100.4639","100.3639","100.5639"
"26/07/2018","US DOLLAR","100.4889","100.3889","100.5889"
"25/07/2018","US DOLLAR","100.5139","100.4139","100.6139"
"24/07/2018","US DOLLAR","100.5500","100.4500","100.6500"
"23/07/2018","US DOLLAR","100.7417","100.6417","100.8417"
"20/07/2018","US DOLLAR","100.7333","100.6333","100.8333"
"19/07/2018","US DOLLAR","100.6339","100.5339","100.7339"
"18/07/2018","US DOLLAR","100.6228","100.5228","100.7228"
"17/07/2018","US DOLLAR","100.3944","100.2944","100.4944"
"16/07/2018","US DOLLAR","100.6600","100.5600","100.7600"
"13/07/2018","US DOLLAR","100.7944","100.6944","100.8944"
"12/07/2018","US DOLLAR","100.7900","100.6900","100.8900"
"11/07/2018","US DOLLAR","100.9056","100.8056","101.0056"
"10/07/2018","US DOLLAR","100.8883","100.7883","100.9883"
"09/07/2018","US DOLLAR","100.8083","100.7083","100.9083"
"06/07/2018","US DOLLAR","100.7583","100.6583","100.8583"
"05/07/2018","US DOLLAR","100.7250","100.6250","100.8250"
"04/07/2018","US DOLLAR","100.8411","100.7411","100.9411"
"03/07/2018","US DOLLAR","100.8411","100.7411","100.9411"
"02/07/2018","US DOLLAR","100.8861","100.7861","100.9861"
"29/06/2018","US DOLLAR","101.0500","100.9500","101.1500"
"28/06/2018","US DOLLAR","101.0450","100.9450","101.1450"
"27/06/2018","US DOLLAR","100.9439","100.8439","101.0439"
"26/06/2018","US DOLLAR","100.8283","100.7311","100.9256"
"25/06/2018","US DOLLAR","100.7628","100.6628","100.8628"
"22/06/2018","US DOLLAR","100.8300","100.7328","100.9272"
"21/06/2018","US DOLLAR","100.9600","100.8600","101.0600"
"20/06/2018","US DOLLAR","101.1217","101.0217","101.2217"
"19/06/2018","US DOLLAR","101.1333","101.0333","101.2333"
"18/06/2018","US DOLLAR","101.1056","101.0056","101.2056"
"14/06/2018","US DOLLAR","101.1406","101.0406","101.2406"
"13/06/2018","US DOLLAR","101.1261","101.0289","101.2233"
"12/06/2018","US DOLLAR","101.0461","100.9489","101.1433"
"11/06/2018","US DOLLAR","101.0028","100.9028","101.1028"
"08/06/2018","US DOLLAR","100.8444","100.7444","100.9444"
"07/06/2018","US DOLLAR","100.8250","100.7250","100.9250"
"06/06/2018","US DOLLAR","101.0000","100.9000","101.1000"
"05/06/2018","US DOLLAR","100.9111","100.8111","101.0111"
"04/06/2018","US DOLLAR","101.3850","101.2850","101.4850"
"31/05/2018","US DOLLAR","101.5658","101.4644","101.6672"
"30/05/2018","US DOLLAR","101.5658","101.4644","101.6672"
"29/05/2018","US DOLLAR","101.5378","101.4378","101.6378"
"28/05/2018","US DOLLAR","101.1800","101.0800","101.2800"
"25/05/2018","US DOLLAR","101.0711","100.9711","101.1711"
"24/05/2018","US DOLLAR","101.0028","100.9028","101.1028"
"23/05/2018","US DOLLAR","100.7989","100.6989","100.8989"
"22/05/2018","US DOLLAR","100.6006","100.5006","100.7006"
"21/05/2018","US DOLLAR","100.5461","100.4461","100.6461"
"18/05/2018","US DOLLAR","100.4244","100.3244","100.5244"
"17/05/2018","US DOLLAR","100.4278","100.3278","100.5278"
"16/05/2018","US DOLLAR","100.4506","100.3506","100.5506"
"15/05/2018","US DOLLAR","100.2694","100.1722","100.3667"
"14/05/2018","US DOLLAR","100.4317","100.3344","100.5289"
"11/05/2018","US DOLLAR","100.4406","100.3406","100.5406"
"10/05/2018","US DOLLAR","100.5950","100.4950","100.6950"
"09/05/2018","US DOLLAR","100.4611","100.3611","100.5611"
"08/05/2018","US DOLLAR","100.2917","100.1917","100.3917"
"07/05/2018","US DOLLAR","100.2644","100.1644","100.3644"
"04/05/2018","US DOLLAR","100.2222","100.1250","100.3194"
"03/05/2018","US DOLLAR","100.1856","100.0856","100.2856"
"02/05/2018","US DOLLAR","100.3350","100.2350","100.4350"
"30/04/2018","US DOLLAR","100.3611","100.2611","100.4611"
"27/04/2018","US DOLLAR","100.3294","100.2294","100.4294"
"26/04/2018","US DOLLAR","100.1086","100.0128","100.2044"
"25/04/2018","US DOLLAR","100.0478","99.9450","100.1506"
"24/04/2018","US DOLLAR","99.9778","99.8500","100.1056"
"23/04/2018","US DOLLAR","100.0556","99.9583","100.1528"
"20/04/2018","US DOLLAR","100.2556","100.1556","100.3556"
"19/04/2018","US DOLLAR","100.3989","100.2989","100.4989"
"18/04/2018","US DOLLAR","100.4028","100.3028","100.5028"
"17/04/2018","US DOLLAR","100.6267","100.5211","100.7322"
"16/04/2018","US DOLLAR","100.7694","100.6694","100.8694"
"13/04/2018","US DOLLAR","100.8667","100.7667","100.9667"
"12/04/2018","US DOLLAR","100.9756","100.8756","101.0756"
"11/04/2018","US DOLLAR","101.0033","100.9033","101.1033"
"10/04/2018","US DOLLAR","100.9906","100.8906","101.0906"
"09/04/2018","US DOLLAR","101.0017","100.9017","101.1017"
"06/04/2018","US DOLLAR","101.0278","100.9278","101.1278"
"05/04/2018","US DOLLAR","101.0606","100.9606","101.1606"
"04/04/2018","US DOLLAR","101.0656","100.9656","101.1656"
"03/04/2018","US DOLLAR","100.8944","100.7944","100.9944"
"29/03/2018","US DOLLAR","100.8472","100.7472","100.9472"
"28/03/2018","US DOLLAR","100.8572","100.7572","100.9572"
"27/03/2018","US DOLLAR","100.9083","100.8083","101.0083"
"26/03/2018","US DOLLAR","100.9625","100.8611","101.0639"
"23/03/2018","US DOLLAR","100.9669","100.8683","101.0656"
"22/03/2018","US DOLLAR","101.0625","100.9667","101.1583"
"21/03/2018","US DOLLAR","101.2667","101.1694","101.3639"
"20/03/2018","US DOLLAR","101.2694","101.1694","101.3694"
"19/03/2018","US DOLLAR","101.2783","101.1783","101.3783"
"16/03/2018","US DOLLAR","101.2867","101.1867","101.3867"
"15/03/2018","US DOLLAR","101.2600","101.1600","101.3600"
"14/03/2018","US DOLLAR","101.2744","101.1744","101.3744"
"13/03/2018","US DOLLAR","101.2889","101.1889","101.3889"
"12/03/2018","US DOLLAR","101.1472","101.0472","101.2472"
"09/03/2018","US DOLLAR","101.2000","101.1056","101.2944"
"08/03/2018","US DOLLAR","101.2933","101.1933","101.3933"
"07/03/2018","US DOLLAR","101.3078","101.2106","101.4050"
"06/03/2018","US DOLLAR","101.3267","101.2294","101.4239"
"05/03/2018","US DOLLAR","101.3222","101.2250","101.4194"
"02/03/2018","US DOLLAR","101.2858","101.1889","101.3828"
"01/03/2018","US DOLLAR","101.3833","101.2861","101.4806"
"28/02/2018","US DOLLAR","101.6167","101.5167","101.7167"
"27/02/2018","US DOLLAR","101.7417","101.6417","101.8417"
"26/02/2018","US DOLLAR","101.8322","101.7322","101.9322"
"23/02/2018","US DOLLAR","101.7322","101.6350","101.8294"
"22/02/2018","US DOLLAR","101.4683","101.3572","101.5794"
"21/02/2018","US DOLLAR","101.2972","101.1972","101.3972"
"20/02/2018","US DOLLAR","101.3000","101.2000","101.4000"
"19/02/2018","US DOLLAR","101.3083","101.2083","101.4083"
"16/02/2018","US DOLLAR","101.2517","101.1517","101.3517"
"15/02/2018","US DOLLAR","101.2167","101.1167","101.3167"
"14/02/2018","US DOLLAR","101.2333","101.1333","101.3333"
"13/02/2018","US DOLLAR","101.0361","100.9361","101.1361"
"12/02/2018","US DOLLAR","100.8483","100.7483","100.9483"
"09/02/2018","US DOLLAR","100.7956","100.6956","100.8956"
"08/02/2018","US DOLLAR","101.0056","100.9056","101.1056"
"07/02/2018","US DOLLAR","101.3061","101.2061","101.4061"
"06/02/2018","US DOLLAR","101.3639","101.2639","101.4639"
"05/02/2018","US DOLLAR","101.7361","101.6361","101.8361"
"02/02/2018","US DOLLAR","101.9222","101.8222","102.0222"
"01/02/2018","US DOLLAR","101.9917","101.8917","102.0917"
"31/01/2018","US DOLLAR","102.3572","102.2572","102.4572"
"30/01/2018","US DOLLAR","102.3611","102.2583","102.4639"
"29/01/2018","US DOLLAR","102.3533","102.2533","102.4533"
"26/01/2018","US DOLLAR","102.3667","102.2667","102.4667"
"25/01/2018","US DOLLAR","102.3394","102.2394","102.4394"
"24/01/2018","US DOLLAR","102.5556","102.4556","102.6556"
"23/01/2018","US DOLLAR","102.7850","102.6600","102.9100"
"22/01/2018","US DOLLAR","102.8681","102.7694","102.9667"
"19/01/2018","US DOLLAR","102.9083","102.8083","103.0083"
"18/01/2018","US DOLLAR","102.8883","102.7883","102.9883"
"17/01/2018","US DOLLAR","103.0361","102.9361","103.1361"
"16/01/2018","US DOLLAR","103.0583","102.9611","103.1556"
"15/01/2018","US DOLLAR","103.0667","102.9667","103.1667"
"12/01/2018","US DOLLAR","103.0933","102.9933","103.1933"
"11/01/2018","US DOLLAR","103.1433","103.0433","103.2433"
"10/01/2018","US DOLLAR","103.1778","103.0778","103.2778"
"09/01/2018","US DOLLAR","103.2150","103.1150","103.3150"
"08/01/2018","US DOLLAR","103.2606","103.1606","103.3606"
"05/01/2018","US DOLLAR","103.2761","103.1761","103.3761"
"04/01/2018","US DOLLAR","103.4389","103.3389","103.5389"
"03/01/2018","US DOLLAR","103.3522","103.2522","103.4522"
"02/01/2018","US DOLLAR","103.2944","103.1944","103.3944"
"29/12/2017","US DOLLAR","103.2317","103.1317","103.3317"
"28/12/2017","US DOLLAR","103.1528","103.0528","103.2528"
"27/12/2017","US DOLLAR","103.0806","102.9806","103.1806"
"22/12/2017","US DOLLAR","103.0806","102.9806","103.1806"
"21/12/2017","US DOLLAR","103.0889","102.9889","103.1889"
"20/12/2017","US DOLLAR","103.1306","103.0306","103.2306"
"19/12/2017","US DOLLAR","103.1572","103.0572","103.2572"
"18/12/2017","US DOLLAR","103.1983","103.0983","103.2983"
"15/12/2017","US DOLLAR","103.2200","103.1228","103.3172"
"14/12/2017","US DOLLAR","103.1667","103.0694","103.2639"
"13/12/2017","US DOLLAR","103.1083","103.0083","103.2083"
